tmstamp,loadcell_6f
2024-01-11 00:00:00,72.7694625
2024-01-11 00:05:00,72.9655875
2024-01-11 00:10:00,72.9645875
2024-01-11 00:15:00,72.32158749999999
2024-01-11 00:20:00,72.6445875
2024-01-11 00:25:00,72.82708749999999
2024-01-11 00:30:00,73.06721249999998
2024-01-11 00:35:00,72.43108749999999
2024-01-11 00:40:00,72.57071249999998
2024-01-11 00:45:00,73.3152125
2024-01-11 00:50:00,72.98533749999999
2024-01-11 00:55:00,72.8429625
2024-01-11 01:00:00,73.01646249999999
2024-01-11 01:05:00,72.99946249999999
2024-01-11 01:10:00,73.1444625
2024-01-11 01:15:00,73.0613375
2024-01-11 01:20:00,73.6985875
2024-01-11 01:25:00,73.4055875
2024-01-11 01:30:00,73.3002125
2024-01-11 01:35:00,73.2688375
2024-01-11 01:40:00,73.4775875
2024-01-11 01:45:00,73.64296249999998
2024-01-11 01:50:00,73.61683749999999
2024-01-11 01:55:00,73.74471249999999
2024-01-11 02:00:00,73.64733749999999
2024-01-11 02:05:00,73.4358375
2024-01-11 02:10:00,73.48521249999999
2024-01-11 02:15:00,73.45258749999999
2024-01-11 02:20:00,74.2345875
2024-01-11 02:25:00,73.7234625
2024-01-11 02:30:00,73.95146249999999
2024-01-11 02:35:00,73.8557125
2024-01-11 02:40:00,74.1600875
2024-01-11 02:45:00,74.4167125
2024-01-11 02:50:00,74.3404625
2024-01-11 02:55:00,74.39321249999999
2024-01-11 03:00:00,73.92433750000001
2024-01-11 03:05:00,73.7574625
2024-01-11 03:10:00,73.6107125
2024-01-11 03:15:00,73.5459625
2024-01-11 03:20:00,73.2578375
2024-01-11 03:25:00,73.6167125
2024-01-11 03:30:00,73.5652125
2024-01-11 03:35:00,73.39783750000001
2024-01-11 03:40:00,73.60233749999999
2024-01-11 03:45:00,73.1448375
2024-01-11 03:50:00,73.2515875
2024-01-11 03:55:00,73.1405875
2024-01-11 04:00:00,72.97546249999999
2024-01-11 04:05:00,73.2205875
2024-01-11 04:10:00,73.2357125
2024-01-11 04:15:00,73.1739625
2024-01-11 04:20:00,73.1910875
2024-01-11 04:25:00,73.0922125
2024-01-11 04:30:00,72.82058749999999
2024-01-11 04:35:00,72.79883749999999
2024-01-11 04:40:00,73.04683750000001
2024-01-11 04:45:00,73.49033750000001
2024-01-11 04:50:00,73.00146249999999
2024-01-11 04:55:00,73.1304625
2024-01-11 05:00:00,73.1152125
2024-01-11 05:05:00,72.8404625
2024-01-11 05:10:00,73.1743375
2024-01-11 05:15:00,72.82708749999999
2024-01-11 05:20:00,72.6127125
2024-01-11 05:25:00,72.5834625
2024-01-11 05:30:00,72.60158750000001
2024-01-11 05:35:00,72.5513375
2024-01-11 05:40:00,72.3873375
2024-01-11 05:45:00,72.4704625
2024-01-11 05:50:00,72.1560875
2024-01-11 05:55:00,72.1753375
2024-01-11 06:00:00,71.7473375
2024-01-11 06:05:00,72.35283749999999
2024-01-11 06:10:00,72.1080875
2024-01-11 06:15:00,72.05721249999999
2024-01-11 06:20:00,73.1202125
2024-01-11 06:25:00,71.3165875
2024-01-11 06:30:00,71.18696249999999
2024-01-11 06:35:00,73.46346249999999
2024-01-11 06:40:00,78.1633375
2024-01-11 06:45:00,81.5697125
2024-01-11 06:50:00,82.90933749999999
2024-01-11 06:55:00,83.3767125
2024-01-11 07:00:00,83.0459625
2024-01-11 07:05:00,82.7560875
2024-01-11 07:10:00,82.83983749999999
2024-01-11 07:15:00,82.6205875
2024-01-11 07:20:00,82.7752125
2024-01-11 07:25:00,82.3404625
2024-01-11 07:30:00,82.7125875
2024-01-11 07:35:00,82.1017125
2024-01-11 07:40:00,82.35696250000001
2024-01-11 07:45:00,82.0168375
2024-01-11 07:50:00,80.5865875
2024-01-11 07:55:00,78.8064625
2024-01-11 08:00:00,76.93096249999999
2024-01-11 08:05:00,78.3907125
2024-01-11 08:10:00,75.4257125
2024-01-11 08:15:00,72.4809625
2024-01-11 08:20:00,72.2503375
2024-01-11 08:25:00,71.39133749999999
2024-01-11 08:30:00,74.27383750000001
2024-01-11 08:35:00,75.1127125
